timestamp(s),base_x,base_y,base_z,FL_x,FL_y,FL_z,FR_x,FR_y,FR_z,RL_x,RL_y,RL_z,RR_x,RR_y,RR_z,FL_contact,FR_contact,RL_contact,RR_contact
18.4522,8.9455,-0.4088,0.2883,8.9975,-0.3228,0.0226,9.253,-0.5946,0.0239,8.7785,-0.2344,0.0695,8.5708,-0.4514,0.0223,1,1,0,1
18.4732,8.9547,-0.4088,0.2889,8.9984,-0.3229,0.0225,9.2535,-0.5946,0.0239,8.7906,-0.238,0.0658,8.5716,-0.4514,0.0222,1,1,0,1
18.4908,8.9639,-0.4087,0.2895,8.9993,-0.323,0.0224,9.2541,-0.5946,0.0238,8.8027,-0.2422,0.0615,8.5724,-0.4513,0.0221,1,1,0,1
18.5077,8.9734,-0.4086,0.2902,9.0003,-0.323,0.0224,9.2547,-0.5946,0.0238,8.815,-0.2475,0.0555,8.5733,-0.4513,0.0221,1,1,0,1
18.5266,8.983,-0.4084,0.2907,9.0012,-0.3231,0.0223,9.2553,-0.5947,0.0238,8.8281,-0.2541,0.0467,8.5741,-0.4513,0.022,1,1,0,1
18.5424,8.9929,-0.4082,0.2911,9.0022,-0.3231,0.0222,9.256,-0.5947,0.0237,8.8418,-0.262,0.0339,8.575,-0.4513,0.0219,1,1,0,1
18.564,9.0028,-0.4082,0.2911,9.0032,-0.3232,0.0221,9.2567,-0.5948,0.0237,8.8504,-0.2672,0.0237,8.5759,-0.4513,0.0218,1,1,1,1
18.5834,9.0127,-0.4084,0.2912,9.0042,-0.3233,0.022,9.2574,-0.5949,0.0237,8.851,-0.2672,0.0236,8.5824,-0.4498,0.0218,1,1,1,1
18.6033,9.0224,-0.409,0.2918,9.0052,-0.3234,0.0219,9.2582,-0.595,0.0237,8.8517,-0.2673,0.0236,8.6021,-0.4487,0.0219,1,1,1,1
18.6237,9.0319,-0.41,0.2925,9.0061,-0.3235,0.0219,9.2589,-0.5951,0.0236,8.8524,-0.2673,0.0236,8.6324,-0.4511,0.0221,1,1,1,1
18.6439,9.0412,-0.4109,0.2929,9.018,-0.321,0.0219,9.2596,-0.5952,0.0236,8.8532,-0.2674,0.0235,8.6726,-0.4586,0.0242,1,1,1,0
18.6644,9.0503,-0.4118,0.2928,9.0569,-0.3168,0.0221,9.2602,-0.5952,0.0236,8.8539,-0.2675,0.0235,8.7196,-0.47,0.031,1,1,1,0
18.684,9.0595,-0.4127,0.2925,9.1162,-0.3118,0.0243,9.2608,-0.5953,0.0235,8.8546,-0.2676,0.0235,8.762,-0.4801,0.0435,0,1,1,0
18.704,9.0687,-0.4135,0.2922,9.191,-0.3086,0.0297,9.2615,-0.5954,0.0235,8.8554,-0.2676,0.0234,8.7939,-0.4858,0.0569,0,1,1,0
18.7276,9.0781,-0.4142,0.292,9.2598,-0.311,0.0387,9.2623,-0.5954,0.0234,8.8562,-0.2677,0.0234,8.8168,-0.4878,0.0663,0,1,1,0
18.7506,9.0876,-0.4146,0.2919,9.3137,-0.3187,0.0445,9.263,-0.5954,0.0234,8.857,-0.2678,0.0233,8.8349,-0.4879,0.0705,0,1,1,0
18.7693,9.0974,-0.4148,0.2918,9.3531,-0.3291,0.0428,9.2638,-0.5954,0.0233,8.8579,-0.2678,0.0233,8.8513,-0.4881,0.0708,0,1,1,0
18.7867,9.1074,-0.4147,0.2914,9.3804,-0.3395,0.0325,9.2646,-0.5954,0.0233,8.8588,-0.2678,0.0232,8.8676,-0.4886,0.0692,0,1,1,0
18.805,9.1179,-0.4144,0.2909,9.3925,-0.3446,0.0238,9.2654,-0.5953,0.0233,8.8598,-0.2678,0.0232,8.8834,-0.4893,0.0673,1,1,1,0
18.8239,9.1283,-0.4139,0.2907,9.393,-0.3445,0.0238,9.2663,-0.5952,0.0232,8.8607,-0.2678,0.0231,8.8969,-0.4906,0.0643,1,1,1,0
18.8439,9.1386,-0.4134,0.2909,9.3935,-0.3444,0.0238,9.2672,-0.5952,0.0231,8.8617,-0.2678,0.023,8.9079,-0.4914,0.0601,1,1,1,0
18.8672,9.1488,-0.4131,0.2915,9.3942,-0.3444,0.0237,9.2681,-0.5952,0.0231,8.8627,-0.2678,0.0229,8.9177,-0.491,0.055,1,1,1,0
18.8863,9.1589,-0.413,0.2923,9.3949,-0.3444,0.0237,9.269,-0.5952,0.0231,8.8637,-0.2679,0.0228,8.9273,-0.4892,0.0497,1,1,1,0
18.9066,9.1691,-0.4131,0.2932,9.3957,-0.3444,0.0237,9.2699,-0.5952,0.023,8.8647,-0.2679,0.0228,8.937,-0.4862,0.0441,1,1,1,0
18.9273,9.1792,-0.4134,0.294,9.3965,-0.3445,0.0236,9.2708,-0.5952,0.0229,8.8657,-0.268,0.0227,8.947,-0.4823,0.0384,1,1,1,0
18.947,9.1894,-0.4139,0.2947,9.3974,-0.3446,0.0236,9.2718,-0.5952,0.0228,8.8666,-0.2681,0.0226,8.9573,-0.4782,0.0324,1,1,1,0
18.9658,9.1996,-0.4145,0.2953,9.3983,-0.3447,0.0236,9.2727,-0.5953,0.0228,8.8676,-0.2682,0.0225,8.9675,-0.4743,0.0259,1,1,1,0
18.982,9.2098,-0.4153,0.2956,9.3991,-0.3448,0.0235,9.2736,-0.5953,0.0227,8.8686,-0.2682,0.0224,8.9714,-0.4733,0.0233,1,1,1,1
19.0038,9.2199,-0.4162,0.296,9.4,-0.3449,0.0235,9.2745,-0.5954,0.0226,8.8696,-0.2683,0.0224,8.9724,-0.4734,0.0233,1,1,1,1
19.0241,9.2299,-0.417,0.2963,9.4008,-0.345,0.0234,9.2754,-0.5954,0.0226,8.8705,-0.2684,0.0223,8.9733,-0.4734,0.0232,1,1,1,1
19.0439,9.2396,-0.4175,0.2964,9.4017,-0.3451,0.0234,9.2763,-0.5954,0.0225,8.8814,-0.2636,0.0244,8.9742,-0.4734,0.0231,1,1,0,1
19.0639,9.249,-0.4178,0.2963,9.4025,-0.3452,0.0233,9.2819,-0.5993,0.0224,8.9038,-0.2532,0.0319,8.975,-0.4734,0.0231,1,1,0,1
19.0836,9.2582,-0.4182,0.2957,9.4033,-0.3452,0.0233,9.3216,-0.6155,0.0227,8.9298,-0.2399,0.0446,8.9759,-0.4734,0.023,1,1,0,1
19.1031,9.2674,-0.4187,0.2951,9.404,-0.3453,0.0232,9.3904,-0.6336,0.0274,8.9567,-0.2293,0.0592,8.9767,-0.4734,0.023,1,0,0,1
19.1223,9.2767,-0.4194,0.2946,9.4049,-0.3454,0.0232,9.4699,-0.6417,0.0381,8.9851,-0.2234,0.0714,8.9776,-0.4735,0.0229,1,0,0,1
19.143,9.2862,-0.4205,0.294,9.4057,-0.3455,0.0231,9.5403,-0.6382,0.0497,9.0165,-0.2212,0.0802,8.9784,-0.4736,0.0228,1,0,0,1
19.1638,9.2961,-0.4221,0.2932,9.4066,-0.3456,0.0231,9.5956,-0.63,0.0529,9.0514,-0.2223,0.0871,8.9793,-0.4737,0.0228,1,0,0,1
19.1828,9.3063,-0.4241,0.2921,9.4075,-0.3458,0.023,9.6374,-0.622,0.0426,9.0867,-0.2268,0.0928,8.9802,-0.4739,0.0227,1,0,0,1
19.2034,9.3169,-0.4266,0.2904,9.4084,-0.346,0.0229,9.6658,-0.6159,0.0237,9.118,-0.2336,0.0953,8.9812,-0.4741,0.0226,1,1,0,1
19.2233,9.3274,-0.429,0.2888,9.4093,-0.3462,0.0228,9.6678,-0.6162,0.0238,9.1411,-0.2409,0.0909,8.9821,-0.4743,0.0225,1,1,0,1
19.2427,9.3374,-0.4307,0.2882,9.4102,-0.3463,0.0228,9.6679,-0.6163,0.0239,9.1583,-0.248,0.0823,8.983,-0.4744,0.0224,1,1,0,1
19.263,9.3469,-0.4318,0.2882,9.4111,-0.3465,0.0227,9.6682,-0.6164,0.0239,9.1732,-0.2536,0.0753,8.9839,-0.4744,0.0224,1,1,0,1
19.281,9.3562,-0.4323,0.2885,9.412,-0.3466,0.0226,9.6686,-0.6164,0.0238,9.1865,-0.2578,0.0704,8.9847,-0.4745,0.0223,1,1,0,1
19.3029,9.3654,-0.4325,0.2891,9.4129,-0.3466,0.0225,9.6691,-0.6164,0.0239,9.199,-0.2614,0.0668,8.9855,-0.4745,0.0222,1,1,0,1
19.3229,9.3746,-0.4325,0.2897,9.4138,-0.3467,0.0225,9.6696,-0.6164,0.0238,9.2111,-0.2653,0.063,8.9863,-0.4745,0.0222,1,1,0,1
19.3425,9.384,-0.4323,0.2904,9.4148,-0.3468,0.0224,9.6702,-0.6164,0.0238,9.2233,-0.2702,0.058,8.9872,-0.4744,0.0221,1,1,0,1
19.3628,9.3936,-0.4322,0.291,9.4157,-0.3468,0.0223,9.6708,-0.6165,0.0238,9.236,-0.2762,0.0506,8.988,-0.4744,0.022,1,1,0,1
19.3838,9.4034,-0.4321,0.2914,9.4167,-0.3469,0.0222,9.6715,-0.6165,0.0238,9.2494,-0.2836,0.0397,8.9889,-0.4744,0.0219,1,1,0,1
19.4031,9.4133,-0.432,0.2916,9.4177,-0.347,0.0221,9.6722,-0.6166,0.0238,9.2632,-0.2923,0.0244,8.9898,-0.4744,0.0218,1,1,0,1
19.4238,9.4232,-0.432,0.2917,9.4187,-0.347,0.0221,9.6729,-0.6167,0.0237,9.2644,-0.2924,0.0236,8.9906,-0.4744,0.0218,1,1,1,1
19.443,9.433,-0.4325,0.2921,9.4197,-0.3472,0.022,9.6736,-0.6167,0.0237,9.2651,-0.2925,0.0236,9.0045,-0.473,0.0218,1,1,1,1
19.4638,9.4426,-0.4333,0.2929,9.4206,-0.3473,0.0219,9.6743,-0.6168,0.0237,9.2658,-0.2925,0.0236,9.0297,-0.4736,0.0219,1,1,1,1
19.4819,9.4521,-0.4343,0.2935,9.4216,-0.3473,0.0218,9.675,-0.6169,0.0236,9.2666,-0.2926,0.0235,9.0679,-0.4791,0.0222,1,1,1,0
19.5034,9.4613,-0.4352,0.2935,9.446,-0.3452,0.0219,9.6757,-0.617,0.0236,9.2673,-0.2927,0.0235,9.1158,-0.4899,0.0261,1,1,1,0
19.5228,9.4704,-0.436,0.2932,9.4973,-0.34,0.0221,9.6763,-0.617,0.0236,9.268,-0.2928,0.0235,9.1619,-0.5014,0.0373,1,1,1,0
19.5434,9.4797,-0.4368,0.2929,9.5591,-0.335,0.0266,9.677,-0.6171,0.0235,9.2687,-0.2928,0.0235,9.1979,-0.5092,0.0514,0,1,1,0
19.5641,9.489,-0.4376,0.2927,9.6321,-0.3328,0.0339,9.6777,-0.6172,0.0235,9.2695,-0.2929,0.0234,9.2234,-0.5127,0.0631,0,1,1,0
19.5842,9.4984,-0.4382,0.2926,9.6963,-0.3366,0.0423,9.6785,-0.6172,0.0234,9.2703,-0.293,0.0234,9.2423,-0.5134,0.0699,0,1,1,0
19.6054,9.508,-0.4385,0.2925,9.7454,-0.3454,0.0456,9.6792,-0.6172,0.0234,9.2712,-0.293,0.0233,9.2588,-0.5133,0.0721,0,1,1,0
19.6233,9.5179,-0.4385,0.2923,9.7809,-0.3562,0.0403,9.68,-0.6172,0.0233,9.2721,-0.293,0.0232,9.2749,-0.5135,0.0713,0,1,1,0
19.6431,9.5282,-0.4382,0.2919,9.8045,-0.3664,0.0267,9.6809,-0.6171,0.0233,9.273,-0.293,0.0232,9.2911,-0.5139,0.0693,0,1,1,0
19.6638,9.5387,-0.4378,0.2914,9.8089,-0.3678,0.0238,9.6817,-0.617,0.0232,9.274,-0.293,0.0231,9.3063,-0.5144,0.0674,1,1,1,0
19.6845,9.5491,-0.4373,0.2915,9.8094,-0.3677,0.0238,9.6826,-0.617,0.0232,9.275,-0.293,0.023,9.3188,-0.5149,0.0637,1,1,1,0
19.704,9.5594,-0.4368,0.292,9.81,-0.3676,0.0238,9.6835,-0.6169,0.0231,9.2759,-0.2931,0.0229,9.3295,-0.5149,0.0592,1,1,1,0
19.7239,9.5696,-0.4365,0.2927,9.8107,-0.3676,0.0237,9.6844,-0.6169,0.0231,9.2769,-0.2931,0.0229,9.3394,-0.5139,0.0541,1,1,1,0
19.7435,9.5797,-0.4364,0.2935,9.8115,-0.3676,0.0237,9.6853,-0.6169,0.023,9.2779,-0.2931,0.0228,9.349,-0.5116,0.0486,1,1,1,0
19.7635,9.5899,-0.4364,0.2944,9.8123,-0.3677,0.0237,9.6863,-0.6169,0.0229,9.2789,-0.2931,0.0227,9.3587,-0.5081,0.0428,1,1,1,0
19.7827,9.6002,-0.4367,0.2952,9.8131,-0.3677,0.0236,9.6872,-0.6169,0.0229,9.2799,-0.2932,0.0226,9.3685,-0.5039,0.0367,1,1,1,0
19.8043,9.6104,-0.4372,0.2958,9.814,-0.3678,0.0236,9.6881,-0.617,0.0228,9.2809,-0.2933,0.0225,9.3785,-0.4996,0.0301,1,1,1,0
19.8227,9.6206,-0.4379,0.2962,9.8148,-0.3679,0.0236,9.689,-0.617,0.0227,9.2818,-0.2934,0.0225,9.3883,-0.4958,0.0231,1,1,1,1
19.8409,9.6308,-0.4387,0.2965,9.8157,-0.3681,0.0235,9.6899,-0.6171,0.0227,9.2828,-0.2935,0.0224,9.3892,-0.4958,0.0233,1,1,1,1
19.8639,9.6409,-0.4395,0.2968,9.8165,-0.3682,0.0235,9.6908,-0.6171,0.0226,9.2838,-0.2936,0.0223,9.3901,-0.4959,0.0232,1,1,1,1
19.8841,9.6493,-0.4407,0.2959,9.8171,-0.3683,0.0235,9.7357,-0.6245,0.0253,9.3115,-0.2835,0.0353,9.3851,-0.4932,0.0297,1,0,0,0
19.9055,0.0,0.0,0.42,9.8177,-0.3685,0.0234,9.7969,-0.6407,0.0277,9.3338,-0.2677,0.0423,9.3779,-0.4932,0.023,1,0,0,1
19.9434,0.0045,-0.0101,0.4172,0.1843,0.1616,0.1313,0.1932,-0.1901,0.0935,-0.2265,0.1679,0.1214,-0.2192,-0.16,0.1148,0,0,0,0
19.9619,0.007,-0.0149,0.4114,0.1863,0.1535,0.1142,0.2228,-0.2046,0.0984,-0.2557,0.1466,0.1201,-0.2543,-0.1411,0.0641,0,0,0,0
19.9828,0.0095,-0.02,0.402,0.163,0.1311,0.078,0.244,-0.2186,0.1019,-0.2773,0.1311,0.113,-0.2874,-0.1108,0.0222,0,0,0,1
20.003,0.0127,-0.0245,0.3912,0.1286,0.1045,0.0512,0.2397,-0.2374,0.0683,-0.2725,0.1115,0.0992,-0.2878,-0.111,0.0225,0,0,0,1
20.0242,0.0167,-0.0284,0.3797,0.0892,0.0695,0.0266,0.2065,-0.2496,0.0231,-0.2533,0.0863,0.0775,-0.2879,-0.1112,0.0225,0,1,0,1
20.0485,0.0216,-0.0314,0.3676,0.0849,0.0631,0.0224,0.2053,-0.2496,0.0229,-0.2374,0.0698,0.0478,-0.288,-0.1114,0.0225,1,1,0,1
20.0682,0.0275,-0.0329,0.3584,0.0849,0.0631,0.0224,0.2049,-0.2495,0.023,-0.2371,0.0639,0.0229,-0.2881,-0.1115,0.0225,1,1,1,1
20.0853,0.035,-0.0337,0.3529,0.0854,0.0631,0.0224,0.205,-0.2495,0.023,-0.2369,0.0639,0.0228,-0.2879,-0.1117,0.0225,1,1,1,1
20.1033,0.0435,-0.0347,0.3497,0.0861,0.0631,0.0223,0.2053,-0.2495,0.023,-0.2364,0.0638,0.0228,-0.2875,-0.1118,0.0224,1,1,1,1
20.1241,0.0527,-0.0358,0.3476,0.087,0.063,0.0223,0.2057,-0.2496,0.0229,-0.2358,0.0637,0.0228,-0.2722,-0.1134,0.0261,1,1,1,0
20.1442,0.0622,-0.0371,0.3462,0.0878,0.0629,0.0222,0.2062,-0.2496,0.0229,-0.2351,0.0636,0.0227,-0.2403,-0.1156,0.0337,1,1,1,0
20.163,0.0718,-0.0382,0.3446,0.0886,0.0628,0.0221,0.2067,-0.2497,0.0228,-0.2343,0.0635,0.0226,-0.2006,-0.1189,0.0464,1,1,1,0
20.1818,0.0815,-0.0389,0.3424,0.1076,0.0588,0.0229,0.2072,-0.2496,0.0228,-0.2334,0.0634,0.0226,-0.1612,-0.126,0.0649,0,1,1,0
20.2035,0.0914,-0.0388,0.3394,0.1574,0.0521,0.0248,0.2077,-0.2496,0.0228,-0.2326,0.0634,0.0225,-0.1289,-0.1367,0.0821,0,1,1,0
20.2235,0.1015,-0.0382,0.3356,0.2302,0.0423,0.0228,0.2082,-0.2494,0.0227,-0.2318,0.0634,0.0224,-0.1052,-0.1461,0.0891,1,1,1,0
20.2428,0.112,-0.037,0.3316,0.2304,0.0423,0.023,0.2087,-0.2493,0.0227,-0.2309,0.0635,0.0223,-0.0872,-0.1485,0.0838,1,1,1,0
20.263,0.1226,-0.0357,0.3276,0.231,0.0425,0.023,0.2093,-0.2491,0.0227,-0.23,0.0636,0.0223,-0.0756,-0.1449,0.0675,1,1,1,0
20.2843,0.1332,-0.0344,0.3236,0.2317,0.0426,0.0229,0.21,-0.249,0.0226,-0.2292,0.0636,0.0222,-0.0729,-0.1367,0.0446,1,1,1,0
20.304,0.1434,-0.0336,0.3194,0.2325,0.0427,0.0229,0.2106,-0.2489,0.0225,-0.2208,0.0688,0.0222,-0.0773,-0.1281,0.0231,1,1,1,1
20.3244,0.1529,-0.0331,0.3155,0.2333,0.0428,0.0228,0.2287,-0.2472,0.0228,-0.1926,0.0823,0.0255,-0.0769,-0.1281,0.0233,1,0,0,1
20.3484,0.1621,-0.0328,0.3123,0.234,0.0428,0.0228,0.2756,-0.2448,0.024,-0.1498,0.1041,0.0325,-0.0764,-0.1281,0.0232,1,0,0,1
20.3685,0.1712,-0.0326,0.3097,0.2348,0.0428,0.0227,0.3499,-0.2381,0.0303,-0.1049,0.1271,0.0447,-0.0759,-0.1281,0.0232,1,0,0,1
20.3888,0.1806,-0.0328,0.3074,0.2357,0.0427,0.0226,0.4234,-0.2259,0.0423,-0.0635,0.1456,0.0586,-0.0753,-0.1282,0.0232,1,0,0,1
20.4043,0.1905,-0.0333,0.3055,0.2366,0.0427,0.0225,0.4818,-0.2115,0.0506,-0.0263,0.1567,0.0703,-0.0746,-0.1282,0.0231,1,0,0,1
20.4239,0.2009,-0.0341,0.3037,0.2375,0.0426,0.0225,0.5243,-0.1987,0.046,0.0061,0.1597,0.078,-0.0738,-0.1283,0.0231,1,0,0,1
20.4442,0.212,-0.0354,0.3017,0.2385,0.0425,0.0224,0.554,-0.1881,0.0277,0.0322,0.1556,0.08,-0.0729,-0.1284,0.023,1,0,0,1
20.4632,0.2233,-0.0369,0.2997,0.2395,0.0424,0.0223,0.56,-0.1867,0.0239,0.0515,0.1473,0.0754,-0.0719,-0.1285,0.0229,1,1,0,1
20.483,0.2343,-0.0382,0.2984,0.2405,0.0422,0.0222,0.5602,-0.1868,0.0239,0.0645,0.1356,0.0624,-0.071,-0.1286,0.0228,1,1,0,1
20.5023,0.2451,-0.039,0.2976,0.2415,0.0422,0.0221,0.5605,-0.1869,0.0239,0.0754,0.1206,0.0476,-0.07,-0.1286,0.0228,1,1,0,1
20.5232,0.2559,-0.0394,0.297,0.2425,0.0421,0.022,0.5609,-0.187,0.0239,0.0865,0.1039,0.0337,-0.0691,-0.1286,0.0227,1,1,0,1
20.5432,0.2666,-0.0396,0.2964,0.2436,0.042,0.0219,0.5615,-0.187,0.0239,0.0974,0.0901,0.0236,-0.0682,-0.1287,0.0226,1,1,1,1
20.5636,0.2774,-0.0398,0.2957,0.2446,0.042,0.0218,0.5621,-0.187,0.0239,0.098,0.0901,0.0236,-0.0672,-0.1287,0.0225,1,1,1,1
20.5825,0.2881,-0.04,0.2952,0.2457,0.0419,0.0218,0.5627,-0.1871,0.0238,0.0988,0.09,0.0235,-0.0663,-0.1287,0.0224,1,1,1,1
20.6026,0.2986,-0.0405,0.2949,0.2467,0.0419,0.0216,0.5633,-0.1871,0.0238,0.0996,0.09,0.0235,-0.0589,-0.1249,0.0233,1,1,1,0
20.6234,0.3087,-0.0411,0.2944,0.2547,0.0422,0.0216,0.5639,-0.1871,0.0238,0.1004,0.0899,0.0234,-0.0386,-0.1206,0.0272,1,1,1,0
20.6422,0.3183,-0.0417,0.2937,0.2852,0.0421,0.0218,0.5645,-0.1872,0.0238,0.1011,0.0899,0.0234,-0.009,-0.1204,0.0349,1,1,1,0
20.6633,0.3278,-0.0424,0.2928,0.3346,0.044,0.0222,0.5651,-0.1872,0.0237,0.1019,0.0898,0.0234,0.0224,-0.1233,0.0456,1,1,1,0
20.6831,0.3372,-0.0431,0.292,0.4014,0.0482,0.0237,0.5657,-0.1873,0.0237,0.1027,0.0898,0.0233,0.0497,-0.1267,0.0564,0,1,1,0
20.7032,0.3467,-0.0439,0.2915,0.4752,0.051,0.0281,0.5663,-0.1873,0.0237,0.1035,0.0897,0.0232,0.0721,-0.1294,0.0651,0,1,1,0
20.7245,0.3562,-0.0446,0.2911,0.5373,0.0486,0.0348,0.567,-0.1874,0.0236,0.1044,0.0896,0.0232,0.091,-0.1311,0.0703,0,1,1,0
20.7439,0.3658,-0.0451,0.2909,0.5829,0.0417,0.038,0.5678,-0.1874,0.0236,0.1052,0.0896,0.0231,0.108,-0.1326,0.072,0,1,1,0
20.7621,0.3756,-0.0454,0.2906,0.615,0.0328,0.0352,0.5686,-0.1874,0.0235,0.1061,0.0895,0.0231,0.1242,-0.1346,0.0715,0,1,1,0
20.7838,0.3855,-0.0455,0.2903,0.6371,0.0239,0.0267,0.5694,-0.1873,0.0235,0.107,0.0895,0.023,0.14,-0.1371,0.0701,0,1,1,0
20.8039,0.3957,-0.0454,0.2899,0.645,0.0212,0.0237,0.5702,-0.1873,0.0235,0.108,0.0895,0.0229,0.1548,-0.1397,0.0685,1,1,1,0
20.8239,0.4058,-0.0452,0.2897,0.6456,0.0212,0.0237,0.571,-0.1873,0.0234,0.109,0.0895,0.0228,0.1673,-0.1426,0.0656,1,1,1,0
20.8439,0.4159,-0.0451,0.2898,0.6463,0.0212,0.0237,0.5719,-0.1872,0.0234,0.1099,0.0894,0.0228,0.1783,-0.145,0.0618,1,1,1,0
20.8641,0.4259,-0.045,0.2902,0.6471,0.0212,0.0237,0.5728,-0.1872,0.0233,0.1109,0.0894,0.0227,0.1889,-0.1465,0.0571,1,1,1,0
20.8841,0.436,-0.045,0.2906,0.6479,0.0211,0.0236,0.5738,-0.1872,0.0233,0.1119,0.0894,0.0226,0.2001,-0.1468,0.0519,1,1,1,0
20.9032,0.4461,-0.0451,0.291,0.6488,0.0211,0.0236,0.5747,-0.1872,0.0232,0.1129,0.0893,0.0225,0.2118,-0.1459,0.0463,1,1,1,0
20.924,0.4563,-0.0453,0.2914,0.6496,0.021,0.0236,0.5757,-0.1872,0.0232,0.1139,0.0893,0.0225,0.224,-0.1438,0.0405,1,1,1,0
20.9442,0.4665,-0.0456,0.2917,0.6505,0.0209,0.0235,0.5766,-0.1872,0.0231,0.1148,0.0892,0.0224,0.2362,-0.1408,0.0344,1,1,1,0
20.9644,0.4767,-0.0461,0.2919,0.6514,0.0209,0.0235,0.5776,-0.1872,0.023,0.1158,0.0891,0.0223,0.2483,-0.1372,0.0281,1,1,1,0
20.984,0.4869,-0.0468,0.2919,0.6524,0.0208,0.0234,0.5786,-0.1872,0.023,0.1168,0.089,0.0222,0.2566,-0.1346,0.0234,1,1,1,1
21.0069,0.497,-0.0474,0.2918,0.6533,0.0207,0.0234,0.5795,-0.1873,0.0229,0.1177,0.0889,0.0221,0.2575,-0.1346,0.0233,1,1,1,1
21.0238,0.5069,-0.0481,0.2917,0.6542,0.0206,0.0233,0.5805,-0.1873,0.0228,0.1187,0.0889,0.0221,0.2584,-0.1347,0.0233,1,1,1,1
21.0436,0.5166,-0.0485,0.2915,0.655,0.0205,0.0233,0.5814,-0.1873,0.0228,0.1288,0.0913,0.0221,0.2593,-0.1347,0.0232,1,1,1,1
21.0645,0.5259,-0.0489,0.2911,0.6559,0.0204,0.0232,0.5864,-0.1912,0.0227,0.1542,0.0985,0.026,0.2601,-0.1347,0.0232,1,1,0,1
21.0854,0.535,-0.0491,0.2904,0.6567,0.0204,0.0232,0.627,-0.2126,0.0239,0.188,0.1114,0.0361,0.261,-0.1348,0.0231,1,0,0,1
21.1032,0.5441,-0.0495,0.2894,0.6575,0.0204,0.0231,0.698,-0.2385,0.033,0.2237,0.1244,0.0519,0.2618,-0.1348,0.0231,1,0,0,1
21.124,0.5534,-0.05,0.2886,0.6583,0.0203,0.023,0.7722,-0.2523,0.0488,0.2585,0.1339,0.067,0.2626,-0.1348,0.023,1,0,0,1
21.1432,0.563,-0.0508,0.2879,0.6592,0.0202,0.023,0.8347,-0.2532,0.0623,0.2938,0.1399,0.0782,0.2635,-0.1349,0.0229,1,0,0,1
21.1641,0.5729,-0.0519,0.2873,0.6602,0.02,0.0229,0.884,-0.2482,0.0648,0.3309,0.1423,0.0866,0.2644,-0.135,0.0229,1,0,0,1
21.1838,0.5831,-0.0535,0.2865,0.6611,0.0199,0.0228,0.9229,-0.242,0.0534,0.3675,0.1406,0.093,0.2653,-0.1351,0.0228,1,0,0,1
21.2039,0.5937,-0.0554,0.2853,0.662,0.0197,0.0228,0.9518,-0.2356,0.0313,0.3997,0.136,0.0958,0.2663,-0.1353,0.0227,1,0,0,1
21.2245,0.6045,-0.0575,0.2836,0.663,0.0196,0.0227,0.9602,-0.234,0.0239,0.4253,0.1305,0.0936,0.2673,-0.1355,0.0226,1,1,0,1
21.2438,0.6149,-0.0592,0.2826,0.6639,0.0194,0.0226,0.9602,-0.234,0.0239,0.4434,0.1245,0.0844,0.2683,-0.1356,0.0225,1,1,0,1
21.265,0.6248,-0.0602,0.2824,0.6648,0.0193,0.0225,0.9604,-0.2341,0.024,0.4575,0.118,0.0742,0.2692,-0.1357,0.0225,1,1,0,1
21.2839,0.6344,-0.0608,0.2825,0.6657,0.0192,0.0224,0.9607,-0.2341,0.0239,0.4703,0.1119,0.0662,0.2701,-0.1357,0.0224,1,1,0,1
21.3032,0.644,-0.0609,0.2829,0.6667,0.0191,0.0224,0.9612,-0.2342,0.024,0.4826,0.1061,0.0596,0.2709,-0.1357,0.0223,1,1,0,1
21.3234,0.6536,-0.0608,0.2833,0.6676,0.0191,0.0223,0.9617,-0.2342,0.0239,0.4947,0.0999,0.0532,0.2718,-0.1357,0.0222,1,1,0,1
21.3429,0.6633,-0.0606,0.2838,0.6686,0.019,0.0222,0.9622,-0.2342,0.0239,0.507,0.0928,0.0457,0.2727,-0.1357,0.0221,1,1,0,1
21.3627,0.6733,-0.0603,0.2843,0.6695,0.019,0.0221,0.9629,-0.2342,0.0239,0.5195,0.0842,0.0354,0.2736,-0.1356,0.0221,1,1,0,1
21.3824,0.6835,-0.06,0.2846,0.6706,0.0189,0.022,0.9635,-0.2343,0.0239,0.5316,0.0753,0.0236,0.2745,-0.1356,0.022,1,1,1,1
21.403,0.6937,-0.06,0.2847,0.6716,0.0189,0.0219,0.9642,-0.2343,0.0238,0.5322,0.0753,0.0237,0.2755,-0.1356,0.0219,1,1,1,1
21.4237,0.7038,-0.0603,0.2853,0.6726,0.0188,0.0219,0.965,-0.2344,0.0238,0.533,0.0753,0.0236,0.2888,-0.1326,0.0219,1,1,1,1
21.4446,0.7137,-0.061,0.2862,0.6736,0.0187,0.0218,0.9657,-0.2345,0.0238,0.5338,0.0752,0.0236,0.3128,-0.1298,0.0221,1,1,1,1
21.4638,0.7233,-0.0618,0.2867,0.6807,0.0209,0.0217,0.9664,-0.2345,0.0237,0.5345,0.0752,0.0236,0.3476,-0.1306,0.0231,1,1,1,0
21.4829,0.7327,-0.0625,0.2867,0.7126,0.0253,0.0219,0.967,-0.2346,0.0237,0.5353,0.0751,0.0235,0.3918,-0.1357,0.0271,1,1,1,0
21.5024,0.742,-0.0633,0.2865,0.7648,0.0319,0.0222,0.9677,-0.2346,0.0237,0.5361,0.075,0.0235,0.4347,-0.1411,0.0371,1,1,1,0
